id_transacao,cpf_origem,cpf_destino,tipo_transacao,valor,data,hora
5004,418.672.593-46,237.540.968-00,Pix Enviado,244.05,2026-01-22,14:19:00
4787,760.481.293-78,932.768.045-65,Transferência,138.14,2026-01-22,16:06:49
3493,302.987.451-60,635.092.714-16,Saque Pix,34.73,2026-01-16,20:18:27
727,741.692.835-46,403.182.657-53,Saque Pix,15.14,2026-01-23,13:13:34
2591,164.723.850-17,617.945.023-43,Saque Pix,37.73,2026-01-09,22:05:11
4171,364.751.092-07,316.274.589-64,Saque Pix,26.4,2026-01-10,12:34:28
1976,540.891.732-05,813.729.654-91,Saque Pix,15.4,2026-01-25,10:47:48
5047,827.134.059-04,041.367.529-70,Pix Enviado,120.43,2026-01-09,11:37:00
1630,039.285.471-60,052.396.874-47,Pix Enviado,418.9,2026-01-26,06:41:30
726,743.810.695-01,706.384.125-44,Pix Enviado,29.37,2026-01-26,20:33:17
3082,925.164.708-94,986.751.340-10,Saque Pix,14.21,2026-01-27,20:39:13
2724,653.817.209-12,310.748.562-44,Pix Recebido,156.11,2026-01-26,16:25:49
4907,546.832.109-24,625.790.143-06,Saque Pix,4.73,2026-01-21,02:30:53
1398,513.480.629-24,728.645.103-08,Saque Pix,31.6,2026-01-20,08:23:10
214,497.025.613-61,085.721.436-53,Pix Recebido,91.16,2026-01-03,18:49:37
108,529.607.843-83,469.013.275-52,Saque Pix,276.76,2026-01-14,21:34:41
636,906.247.813-13,164.728.503-80,Saque Pix,46.62,2026-01-14,16:52:09
4072,167.845.932-19,593.106.728-03,Pix Enviado,11.65,2026-01-29,06:14:07
3587,498.635.072-29,126.735.894-73,Pagamento,44.93,2026-01-28,10:44:19
2536,234.165.097-06,469.013.275-52,Pix Enviado,98.64,2026-01-20,23:39:32
4594,648.905.137-01,608.231.759-95,Saque Pix,13.78,2026-01-11,13:12:45
74,705.612.893-95,194.867.250-20,Pagamento,64.09,2026-01-23,12:44:19
5097,180.974.253-60,852.061.479-58,Pix Enviado,199.72,2026-01-13,22:29:00
810,136.258.904-70,740.268.135-17,Saque Pix,56.93,2026-01-18,23:55:31
1150,629.048.315-33,036.295.174-80,Pagamento,29.83,2026-01-05,07:23:07
339,418.326.590-89,468.523.917-28,Pix Recebido,19.98,2026-01-15,10:32:54
3931,423.185.069-06,186.472.509-58,Saque Pix,135.29,2026-01-29,12:15:20
3274,690.582.174-85,829.361.705-59,Saque Pix,71.5,2026-01-12,06:37:05
4018,095.126.384-60,826.043.157-26,Saque Pix,10.59,2026-01-29,16:24:32
221,698.031.452-15,039.285.471-60,Pix Recebido,39.5,2026-01-06,21:23:51
803,603.458.791-39,381.462.795-46,Pix Recebido,64.72,2026-01-24,09:23:21
4324,813.729.654-91,385.614.290-89,Pix Enviado,320.63,2026-01-03,23:26:38
926,675.908.214-11,493.710.526-43,Pix Enviado,37.52,2026-01-25,12:43:20
5150,813.924.506-24,286.704.953-92,Pix Enviado,100,2026-01-22,19:44:16
172,936.807.412-78,609.483.725-83,Saque Pix,26.51,2026-01-18,09:35:20
1192,248.195.730-04,957.480.361-93,Pix Enviado,15.3,2026-01-23,11:30:01
466,826.510.937-77,439.675.218-00,Transferência,25.04,2026-01-05,19:34:32
672,736.902.184-03,820.351.746-35,Pix Enviado,14.04,2026-01-31,18:06:03
3160,549.318.267-09,518.746.029-30,Pix Recebido,13.56,2026-01-20,23:01:50
2283,790.138.246-50,782.914.356-00,Pagamento,38.57,2026-01-28,20:36:26
3327,586.142.937-55,913.086.257-40,Transferência,33.74,2026-01-28,08:37:41
381,059.872.634-92,165.874.920-02,Pix Enviado,34.57,2026-01-16,08:45:05
2263,548.190.372-50,873.645.201-71,Transferência,12.88,2026-01-01,14:04:50
1716,605.283.497-83,136.258.904-70,Pix Recebido,26.75,2026-01-02,21:07:46
5019,423.085.967-83,901.625.478-11,Pix Enviado,68.06,2026-01-04,23:52:00
3365,041.837.625-53,874.625.390-47,Saque Pix,20.89,2026-01-05,14:12:46
204,506.924.781-67,203.195.784-88,Pix Enviado,81.98,2026-01-25,18:25:23
5074,852.976.043-38,305.129.847-60,Pix Enviado,81.31,2026-01-03,14:40:00
1714,219.347.805-88,780.351.926-12,Pix Enviado,157.12,2026-01-09,20:37:37
1621,384.795.206-47,247.159.863-37,Pagamento,19.5,2026-01-13,15:14:55
2175,967.528.304-10,136.258.904-70,Pagamento,41.72,2026-01-09,22:01:23
3452,619.423.580-24,089.647.251-58,Saque Pix,494.04,2026-01-04,12:45:23
5127,830.927.461-04,387.104.956-57,Pix Enviado,99.07,2026-01-03,09:47:00
3802,169.502.387-03,659.438.017-66,Transferência,11.41,2026-01-10,22:47:07
2632,546.832.109-24,810.792.435-50,Pix Enviado,36.71,2026-01-29,19:53:26
3699,395.127.680-03,198.073.462-31,Saque Pix,107.91,2026-01-12,10:46:59
2506,387.190.524-05,302.987.451-60,Pix Recebido,99.53,2026-01-29,11:40:23
2312,840.935.162-51,072.184.659-94,Saque Pix,9.92,2026-01-24,10:11:23
3506,659.184.023-06,392.061.754-16,Transferência,27.67,2026-01-07,13:31:22
264,035.174.982-97,312.689.475-55,Saque Pix,199.06,2026-01-06,11:44:30
4367,549.318.267-09,234.165.097-06,Pagamento,170.3,2026-01-15,16:37:47
2520,426.958.073-92,923.570.146-52,Pagamento,332.94,2026-01-11,14:47:33
2905,904.586.321-98,192.358.604-15,Transferência,180.88,2026-01-09,22:05:08
557,459.102.768-67,165.270.834-08,Pagamento,285.71,2026-01-09,22:54:37
3523,031.794.582-32,701.326.548-90,Pix Enviado,40.54,2026-01-11,07:17:31
3561,826.510.937-77,821.476.305-35,Transferência,14.59,2026-01-07,08:44:15
2669,187.042.693-22,529.607.843-83,Pix Recebido,53.54,2026-01-24,16:36:42
5029,584.129.376-19,513.826.704-35,Pix Enviado,131.9,2026-01-09,07:41:00
2384,325.841.760-17,294.867.315-19,Pagamento,84.34,2026-01-20,11:51:26
2514,376.920.158-21,837.149.560-93,Pagamento,6.02,2026-01-19,06:12:06
4810,923.150.784-23,796.842.301-50,Saque Pix,10.78,2026-01-13,12:00:35
1324,304.752.186-71,613.924.875-28,Pagamento,4.29,2026-01-28,22:48:27
317,104.736.958-39,593.106.728-03,Pix Recebido,6.75,2026-01-09,15:29:01
4430,713.045.682-53,728.645.103-08,Pagamento,920.13,2026-01-14,09:03:13
1185,247.186.530-53,294.581.067-02,Saque Pix,32.64,2026-01-01,12:27:36
3315,248.195.730-04,681.297.045-01,Transferência,992.19,2026-01-03,21:23:06
4595,784.351.690-57,675.908.214-11,Pix Enviado,10.98,2026-01-15,18:10:11
267,413.589.027-04,619.423.580-24,Transferência,36.27,2026-01-29,22:10:26
3301,605.432.978-29,913.540.827-88,Saque Pix,8.44,2026-01-27,12:50:46
1704,698.405.127-49,296.518.073-77,Transferência,12.34,2026-01-17,18:19:11
177,304.817.652-71,940.627.158-30,Pagamento,30.51,2026-01-14,17:01:04
1382,624.158.397-28,624.158.397-28,Pix Enviado,213.57,2026-01-27,21:55:46
3746,321.894.760-03,238.409.176-03,Saque Pix,72.37,2026-01-24,20:27:18
4378,052.396.874-47,603.458.791-39,Transferência,15.15,2026-01-22,19:02:55
4077,046.157.823-90,120.985.436-89,Transferência,22.5,2026-01-19,09:42:06
3871,684.512.790-58,359.410.728-05,Pix Enviado,92.57,2026-01-26,23:32:16
4764,509.476.138-20,193.674.528-37,Pix Recebido,46.27,2026-01-10,18:45:24
4480,741.692.835-46,941.267.358-28,Pix Recebido,38.24,2026-01-19,11:40:04
3601,954.867.201-49,602.975.148-49,Pagamento,17.8,2026-01-16,19:09:44
2615,941.267.358-28,230.541.986-42,Saque Pix,21.53,2026-01-15,11:53:34
3466,315.297.648-82,235.879.640-92,Pix Enviado,55.28,2026-01-29,10:55:38
3489,302.987.615-21,513.480.629-24,Pix Enviado,42.3,2026-01-17,14:14:10
5012,423.085.967-83,920.673.845-38,Pix Enviado,238.44,2026-01-04,23:52:00
540,039.285.471-60,104.927.683-31,Saque Pix,3.17,2026-01-14,14:56:28
2479,405.623.871-53,617.945.023-43,Pix Recebido,4.99,2026-01-30,12:57:29
4226,381.462.795-46,039.285.471-60,Saque Pix,172.55,2026-01-05,15:31:44
2262,675.908.214-11,521.463.087-53,Pix Enviado,208.95,2026-01-26,15:28:14
4376,294.357.081-88,561.379.248-82,Pix Recebido,42.32,2026-01-03,06:35:30
4809,498.630.715-01,312.689.475-55,Pix Recebido,141.99,2026-01-14,11:50:45
4646,954.731.820-97,784.351.690-57,Pix Enviado,71.33,2026-01-15,18:16:28
4781,716.983.054-00,069.251.738-30,Pagamento,158.81,2026-01-23,18:58:25
2675,164.753.029-61,294.357.081-88,Pix Recebido,9.2,2026-01-21,15:13:17
1681,412.350.768-90,913.025.468-05,Transferência,42.54,2026-01-12,11:29:23
579,904.586.321-98,518.746.029-30,Transferência,1227.56,2026-01-19,13:19:49
156,764.051.298-02,321.894.760-03,Pix Enviado,7.75,2026-01-29,11:16:52
1627,120.985.436-89,261.430.597-99,Pix Enviado,49.26,2026-01-24,18:26:39
4009,826.045.791-11,726.043.958-00,Pix Enviado,6.23,2026-01-07,13:09:20
4598,580.364.297-56,302.987.451-60,Transferência,68.07,2026-01-06,15:20:48
3629,302.987.451-60,081.254.963-51,Pagamento,92.52,2026-01-12,22:05:40
4874,840.935.162-51,175.084.369-20,Pix Enviado,105.5,2026-01-23,17:30:12
2932,405.623.871-53,045.927.163-61,Saque Pix,18.81,2026-01-13,23:41:28
3644,634.510.872-35,394.761.058-01,Transferência,4.49,2026-01-02,16:20:54
752,185.324.697-28,923.150.784-23,Pagamento,8.77,2026-01-14,10:09:52
1722,036.571.248-53,526.831.497-19,Pix Enviado,8.76,2026-01-09,12:02:07
3457,307.815.642-71,913.540.827-88,Pagamento,10.14,2026-01-03,11:34:25
51,304.817.652-71,630.859.427-00,Transferência,10.16,2026-01-07,15:11:56
1747,430.187.562-07,203.195.784-88,Transferência,11.67,2026-01-25,22:10:25
1547,106.847.592-76,036.295.174-80,Pix Recebido,24.38,2026-01-05,16:38:38
4434,312.689.475-55,152.068.479-76,Pagamento,237.23,2026-01-04,08:36:41
89,967.528.304-10,871.543.069-39,Pagamento,16.71,2026-01-14,17:43:02
3880,218.973.650-12,710.385.264-26,Transferência,0.64,2026-01-11,12:19:26
4490,035.978.642-10,908.457.623-38,Transferência,41.74,2026-01-27,09:02:22
4511,362.504.978-38,376.920.158-21,Transferência,214.77,2026-01-26,12:38:58
355,325.769.084-38,165.807.934-57,Transferência,124.4,2026-01-04,18:47:08
4866,059.412.638-05,165.270.834-08,Pix Enviado,2.19,2026-01-24,04:53:37
1008,081.254.963-51,603.458.791-39,Pix Enviado,85.97,2026-01-21,13:42:26
1986,302.987.615-21,513.409.276-16,Pix Recebido,9.83,2026-01-13,19:32:04
1473,395.127.680-03,736.902.184-03,Transferência,16.13,2026-01-02,22:44:37
387,294.631.805-24,546.921.730-25,Transferência,461.21,2026-01-01,11:10:43
2229,235.194.870-04,812.540.796-02,Pix Enviado,183.64,2026-01-07,15:51:36
1983,653.817.209-12,307.815.642-71,Pix Enviado,32.57,2026-01-21,15:33:17
2308,936.807.412-78,063.418.279-03,Pagamento,14.35,2026-01-30,10:04:58
988,039.856.271-77,109.867.534-75,Pix Recebido,10.67,2026-01-06,15:49:10
2737,392.061.754-16,106.847.592-76,Pix Recebido,15.23,2026-01-01,12:01:32
3174,681.297.045-01,587.623.149-55,Pagamento,34.28,2026-01-15,18:11:43
1131,786.923.540-74,687.203.154-90,Pagamento,6.99,2026-01-24,12:38:50
1449,908.617.235-03,362.794.051-25,Pagamento,54.12,2026-01-12,09:17:31
452,705.612.893-95,405.179.628-02,Saque Pix,100.23,2026-01-17,12:16:32
3329,790.864.213-69,630.859.427-00,Transferência,36.9,2026-01-18,22:06:03
3925,209.814.765-11,296.518.073-77,Saque Pix,67.78,2026-01-13,22:53:29
1497,039.285.471-60,326.104.759-34,Saque Pix,27.94,2026-01-31,21:32:05
2640,052.396.874-47,790.864.213-69,Pagamento,25.3,2026-01-18,17:33:44
2518,605.279.138-12,529.607.843-83,Transferência,47.48,2026-01-13,15:53:24
3022,892.053.741-05,235.879.640-92,Pagamento,32.72,2026-01-12,11:35:04
2840,682.314.079-87,509.127.834-60,Pix Enviado,14.14,2026-01-09,11:55:28
4502,721.680.359-03,965.408.173-39,Saque Pix,17.02,2026-01-07,17:04:32
3962,203.195.784-88,381.462.795-46,Saque Pix,102.64,2026-01-22,14:50:23
910,296.035.418-42,095.126.384-60,Saque Pix,543.66,2026-01-09,18:54:58
2446,301.274.698-69,159.062.437-80,Saque Pix,57.31,2026-01-07,16:08:07
489,185.324.697-28,248.195.730-04,Transferência,5.92,2026-01-01,11:34:02
239,175.084.369-20,743.619.025-34,Pix Recebido,312.0,2026-01-25,07:10:14
5040,584.129.376-19,264.719.385-19,Pix Enviado,291.05,2026-01-09,07:41:00
3424,395.127.680-03,741.609.852-11,Pix Enviado,35.34,2026-01-30,11:48:20
4123,675.908.214-11,063.418.279-03,Saque Pix,3.65,2026-01-04,23:13:03
1023,513.409.276-16,729.365.418-91,Pagamento,4.62,2026-01-12,01:35:55
646,398.615.420-51,238.164.507-17,Saque Pix,38.49,2026-01-31,16:46:44
47,403.298.175-23,321.894.760-03,Pagamento,9.32,2026-01-12,12:10:04
3783,285.793.146-82,137.058.694-93,Pagamento,24.67,2026-01-01,23:04:15
1146,381.462.795-46,780.364.952-10,Transferência,2.65,2026-01-28,12:43:32
1650,602.975.148-49,496.081.753-48,Transferência,93.84,2026-01-06,10:28:49
3658,678.592.401-49,673.185.204-07,Saque Pix,12.05,2026-01-21,21:25:06
3314,728.045.693-65,624.158.397-28,Transferência,5.42,2026-01-14,15:39:36
4006,420.156.983-70,147.529.380-14,Transferência,34.25,2026-01-01,19:47:57
4541,059.872.634-92,346.251.879-82,Pix Recebido,5.66,2026-01-18,20:52:18
3549,149.072.865-11,285.734.960-29,Pix Recebido,4.11,2026-01-07,11:07:23
4985,309.821.576-30,580.364.297-56,Pix Recebido,25.58,2026-01-11,08:42:31
2723,047.359.216-99,723.504.691-07,Pix Enviado,15.58,2026-01-28,19:53:54
5043,827.134.059-04,491.675.803-00,Pix Enviado,87.99,2026-01-09,11:37:00
2680,810.723.956-30,147.529.380-14,Transferência,133.77,2026-01-21,09:15:28
418,209.814.765-11,236.174.085-08,Pix Enviado,7.81,2026-01-17,14:10:35
4692,361.498.250-51,137.058.694-93,Pagamento,177.65,2026-01-29,15:34:30
3421,274.083.165-07,856.047.923-65,Transferência,31.86,2026-01-25,15:31:12
908,892.053.741-05,204.596.718-20,Pix Recebido,321.48,2026-01-04,13:48:26
2188,304.752.186-71,465.273.108-62,Pix Enviado,101.96,2026-01-15,18:49:00
3782,206.791.835-40,359.410.728-05,Pix Recebido,55.9,2026-01-24,07:38:52
4960,394.761.058-01,361.479.205-61,Pix Enviado,86.32,2026-01-06,17:04:27
850,923.150.784-23,851.249.036-51,Transferência,34.11,2026-01-04,09:34:53
169,046.753.921-99,309.821.576-30,Pix Enviado,25.97,2026-01-12,17:05:54
5028,693.415.728-19,984.106.532-06,Pix Enviado,201.82,2026-01-25,17:02:00
997,629.850.314-51,479.028.536-74,Transferência,33.3,2026-01-29,22:05:07
3673,316.274.589-64,913.086.257-40,Transferência,64.45,2026-01-05,16:24:15
61,852.391.647-46,362.794.051-25,Pix Recebido,86.04,2026-01-25,23:06:33
2445,698.405.127-49,678.592.401-49,Pix Enviado,3.16,2026-01-07,18:51:00
1844,164.723.850-17,062.834.975-00,Pagamento,8.52,2026-01-02,07:05:29
1982,635.092.714-16,321.075.869-77,Pagamento,68.18,2026-01-21,08:59:55
440,921.346.750-80,296.308.147-22,Pix Enviado,84.56,2026-01-20,16:02:15
846,740.356.819-20,904.586.321-98,Pix Enviado,4.36,2026-01-26,23:25:47
3183,349.270.618-50,361.479.205-61,Transferência,71.96,2026-01-13,04:29:20
2914,395.176.820-77,728.045.693-65,Pix Recebido,127.83,2026-01-12,09:06:58
2922,543.612.807-62,285.360.941-33,Pix Enviado,42.17,2026-01-05,12:31:54
4429,701.326.548-90,230.541.986-42,Pix Recebido,7.05,2026-01-22,21:15:48
4553,358.274.160-53,039.285.471-60,Pix Enviado,22.31,2026-01-16,18:59:22
310,539.867.201-03,826.510.937-77,Pagamento,95.81,2026-01-29,16:56:03
3382,546.921.730-25,920.863.174-50,Pix Recebido,14.44,2026-01-31,02:51:56
131,325.479.061-80,493.710.526-43,Pagamento,69.0,2026-01-10,23:56:34
765,815.274.369-00,294.867.315-19,Pix Enviado,1333.74,2026-01-06,14:08:37
3127,392.061.754-16,786.923.540-74,Pix Recebido,70.21,2026-01-03,23:24:24
858,945.217.380-79,607.128.395-77,Pix Enviado,6.06,2026-01-25,15:40:03
4528,820.351.746-35,379.206.814-13,Saque Pix,73.42,2026-01-22,22:12:29
2647,923.570.146-52,546.832.109-24,Pix Recebido,27.55,2026-01-06,15:24:17
3296,906.247.813-13,957.480.361-93,Transferência,36.76,2026-01-16,20:13:06
1732,603.219.485-05,538.164.790-57,Pagamento,16.95,2026-01-26,23:44:18
3680,215.439.087-05,840.935.162-51,Transferência,17.27,2026-01-13,23:36:09
4962,780.351.926-12,837.149.560-93,Pix Enviado,125.3,2026-01-21,07:52:16
4361,710.385.264-26,358.274.160-53,Pix Enviado,28.47,2026-01-21,14:44:19
1354,809.352.671-40,540.891.732-05,Saque Pix,256.72,2026-01-01,15:47:59
2813,072.584.613-53,570.349.681-01,Pagamento,27.29,2026-01-13,16:51:37
19,426.958.073-92,234.165.097-06,Pagamento,16.34,2026-01-24,17:16:00
2473,815.437.906-66,063.418.279-03,Pix Recebido,54.91,2026-01-03,10:09:47
2906,059.872.634-92,274.351.069-25,Pix Recebido,302.77,2026-01-02,15:31:25
3633,214.068.397-87,726.480.359-74,Saque Pix,8.11,2026-01-14,21:14:07
4704,185.324.697-28,634.510.872-35,Pagamento,112.23,2026-01-30,16:14:11
3541,359.410.728-05,405.179.628-02,Pix Enviado,20.58,2026-01-20,21:21:32
1652,602.975.148-49,826.043.157-26,Pagamento,34.63,2026-01-19,22:01:02
3074,401.956.283-06,493.710.526-43,Transferência,69.07,2026-01-12,13:05:15
2981,657.039.128-30,782.914.356-00,Pix Enviado,25.11,2026-01-27,15:08:15
4038,104.927.683-31,509.476.138-20,Pix Recebido,54.31,2026-01-22,19:57:40
2028,913.086.257-40,041.837.295-05,Pix Recebido,164.07,2026-01-12,17:02:54
5206,125.076.943-43,695.174.208-11,Pix Enviado,18646.79,2026-01-12,04:34:01
5087,980.372.451-79,721.096.854-76,Pix Enviado,100.1,2026-01-24,14:05:00
4661,046.753.921-99,497.025.613-61,Pagamento,54.47,2026-01-21,21:13:48
4321,852.391.647-46,715.036.498-57,Pagamento,35.63,2026-01-11,10:26:59
825,574.190.283-97,296.035.418-42,Saque Pix,183.86,2026-01-15,15:20:55
299,062.385.149-06,957.480.361-93,Pix Enviado,210.26,2026-01-31,21:00:27
3226,740.268.135-17,014.386.759-84,Pix Enviado,22.29,2026-01-27,18:53:57
795,940.627.158-30,608.471.239-87,Saque Pix,24.7,2026-01-10,13:57:55
2501,568.790.312-77,395.127.680-03,Pix Enviado,8.55,2026-01-20,22:00:17
3687,193.674.528-37,586.142.937-55,Saque Pix,62.83,2026-01-29,08:01:55
4922,904.586.321-98,418.326.590-89,Pix Recebido,25.96,2026-01-18,16:46:56
1186,867.945.301-39,198.073.462-31,Pix Recebido,145.82,2026-01-26,18:18:06
2356,538.420.697-74,216.593.478-82,Saque Pix,30.4,2026-01-28,18:08:53
5064,362.140.958-06,689.713.025-77,Pix Enviado,197.7,2026-01-11,21:52:00
2810,826.549.370-38,578.263.914-82,Pagamento,442.0,2026-01-20,13:19:33
2391,936.812.507-40,540.891.732-05,Pagamento,6.71,2026-01-01,23:20:23
1206,782.914.356-00,908.617.235-03,Transferência,30.34,2026-01-31,17:51:34
3083,046.753.921-99,147.638.250-62,Transferência,26.1,2026-01-22,14:21:34
1876,405.179.628-02,420.156.983-70,Pix Recebido,11.72,2026-01-09,07:47:26
4347,908.457.623-38,068.427.953-38,Pix Enviado,38.22,2026-01-16,09:28:07
4508,384.795.206-47,678.925.134-00,Pix Enviado,157.21,2026-01-02,17:42:17
4771,398.615.420-51,109.867.534-75,Pagamento,18.43,2026-01-18,08:36:42
2202,612.930.578-86,042.167.385-08,Pix Recebido,47.61,2026-01-12,18:53:20
4069,047.359.216-99,427.150.893-41,Pix Enviado,85.0,2026-01-31,07:23:02
3123,678.592.401-49,097.836.214-40,Pagamento,68.4,2026-01-20,04:44:09
3661,764.051.298-02,603.184.597-01,Pagamento,8.67,2026-01-26,18:58:58
2600,329.168.470-22,679.184.025-02,Pix Enviado,5.19,2026-01-04,16:45:02
2379,950.431.628-05,815.274.369-00,Pix Recebido,69.72,2026-01-16,16:48:26
3846,635.492.107-52,341.906.587-66,Pix Recebido,30.06,2026-01-13,13:49:27
4801,479.156.832-09,186.472.509-58,Pix Enviado,1.67,2026-01-14,17:29:27
3251,920.863.174-50,235.194.870-04,Pagamento,27.93,2026-01-26,15:42:29
4578,230.541.986-42,274.351.069-25,Pix Enviado,20.36,2026-01-06,06:17:12
4572,682.314.079-87,341.586.027-26,Pix Recebido,10.33,2026-01-25,15:07:27
2517,621.973.504-80,267.940.315-07,Pagamento,68.66,2026-01-22,16:22:27
1780,524.963.071-52,873.692.514-46,Pix Enviado,26.39,2026-01-13,14:26:06
1194,851.672.349-64,476.018.539-93,Pix Recebido,3.99,2026-01-21,08:55:22
3537,826.045.791-11,936.807.412-78,Pix Recebido,63.93,2026-01-15,20:13:37
1760,097.836.214-40,509.476.138-20,Pagamento,79.0,2026-01-19,20:34:44
4392,218.973.650-12,546.832.109-24,Transferência,33.22,2026-01-15,22:27:33
5129,830.927.461-04,613.520.849-70,Pix Enviado,67.37,2026-01-03,09:47:00
3825,459.102.768-67,540.873.916-39,Saque Pix,65.26,2026-01-11,20:12:46
514,056.794.832-38,920.863.174-50,Transferência,55.19,2026-01-08,14:29:44
1678,294.867.315-19,946.572.813-64,Pix Recebido,63.53,2026-01-21,10:48:29
634,853.612.094-06,691.782.045-85,Pix Recebido,22.33,2026-01-01,17:48:36
999,169.502.387-03,946.572.813-64,Transferência,47.46,2026-01-29,23:13:40
4085,312.689.475-55,908.457.623-38,Saque Pix,4.06,2026-01-27,10:10:19
5060,362.140.958-06,073.462.985-00,Pix Enviado,74.01,2026-01-11,21:52:00
4470,954.731.820-97,418.326.590-89,Pagamento,28.31,2026-01-26,12:40:54
1925,015.493.768-10,678.925.134-00,Pix Recebido,102.15,2026-01-10,06:38:44
1666,369.418.702-22,059.872.634-92,Transferência,31.48,2026-01-12,16:05:28
4473,045.927.163-61,635.092.714-16,Pix Enviado,29.72,2026-01-29,14:49:41
1017,302.987.451-60,613.924.875-28,Pagamento,166.82,2026-01-09,06:26:14
3208,856.047.923-65,341.586.027-26,Saque Pix,8.17,2026-01-03,09:44:00
3004,602.975.148-49,706.384.125-44,Pix Recebido,21.44,2026-01-08,18:43:47
432,587.623.149-55,097.836.214-40,Pix Recebido,31.4,2026-01-26,21:55:10
2169,513.480.629-24,035.174.982-97,Pix Recebido,6.95,2026-01-28,19:07:15
2002,435.721.906-06,378.124.690-69,Saque Pix,41.58,2026-01-05,12:26:30
4397,615.093.847-66,072.584.613-53,Pagamento,70.11,2026-01-13,09:30:57
2533,908.216.743-31,965.408.173-39,Transferência,3.89,2026-01-10,11:29:48
2690,304.817.652-71,593.106.728-03,Pix Recebido,39.6,2026-01-25,08:03:32
756,657.408.913-10,593.716.824-00,Pix Recebido,110.73,2026-01-25,19:49:17
2720,209.851.367-40,705.924.186-85,Transferência,33.13,2026-01-25,10:29:53
2836,621.973.504-80,762.531.489-82,Pix Enviado,7.41,2026-01-21,17:48:57
134,321.075.869-77,945.217.380-79,Pagamento,8.22,2026-01-20,07:01:04
1257,109.867.534-75,085.376.429-83,Pix Recebido,76.31,2026-01-08,08:41:09
4297,435.890.261-89,874.510.369-01,Saque Pix,52.24,2026-01-01,16:17:14
4862,479.156.832-09,137.268.905-21,Transferência,5.55,2026-01-13,10:44:09
1603,780.351.926-12,865.124.307-35,Pagamento,32.92,2026-01-11,09:20:24
3776,521.487.369-73,190.576.328-02,Saque Pix,27.45,2026-01-11,19:23:32
295,103.426.978-03,106.847.592-76,Transferência,32.35,2026-01-27,16:32:42
1929,042.167.385-08,180.645.723-71,Transferência,148.5,2026-01-24,18:50:26
641,018.324.769-87,627.453.189-00,Pix Enviado,11.39,2026-01-15,12:04:28
4299,826.045.791-11,571.039.846-20,Saque Pix,27.78,2026-01-25,23:18:45
55,476.018.539-93,941.267.358-28,Saque Pix,5.11,2026-01-09,15:42:17
2856,496.318.570-93,493.710.526-43,Pix Enviado,33.27,2026-01-13,04:48:50
705,873.645.201-71,426.789.013-78,Pix Recebido,44.38,2026-01-31,11:10:02
2153,617.945.023-43,605.283.497-83,Saque Pix,45.39,2026-01-26,14:27:26
4192,201.479.685-85,031.794.582-32,Pagamento,6.54,2026-01-04,07:42:26
1122,901.527.634-06,136.258.904-70,Pix Recebido,15.49,2026-01-21,17:05:33
2092,230.541.986-42,052.396.874-47,Saque Pix,12.78,2026-01-06,23:30:27
253,936.807.412-78,603.184.597-01,Saque Pix,15.86,2026-01-14,13:27:43
2616,549.386.270-00,741.609.852-11,Pix Enviado,24.55,2026-01-02,10:34:57
4061,809.352.671-40,012.938.654-51,Transferência,10.69,2026-01-12,22:43:29
2217,412.350.768-90,413.589.027-04,Saque Pix,184.16,2026-01-15,18:58:34
1647,365.182.970-77,574.190.283-97,Pix Recebido,34.22,2026-01-19,09:19:13
1507,954.137.082-97,264.708.951-58,Saque Pix,63.99,2026-01-28,14:41:15
28,235.879.640-92,613.924.875-28,Pix Recebido,3.07,2026-01-22,11:40:21
1390,729.835.106-03,617.409.532-07,Saque Pix,14.62,2026-01-26,16:10:29
4025,234.165.097-06,104.736.958-39,Transferência,51.0,2026-01-24,13:52:20
580,740.268.135-17,657.413.290-80,Pix Recebido,53.14,2026-01-02,14:51:57
4547,603.219.485-05,195.364.028-15,Pix Recebido,4.89,2026-01-28,20:28:46
1483,923.150.784-23,940.627.158-30,Saque Pix,226.86,2026-01-14,02:34:16
2575,089.647.251-58,629.048.315-33,Pix Recebido,54.55,2026-01-02,23:07:29
543,104.927.683-31,052.396.874-47,Saque Pix,65.18,2026-01-08,13:10:11
1119,062.385.149-06,608.231.759-95,Transferência,64.46,2026-01-15,23:06:40
4462,853.612.094-06,042.167.385-08,Transferência,11.9,2026-01-03,14:03:22
2733,180.645.723-71,137.268.905-21,Pagamento,175.61,2026-01-30,06:45:40
2358,497.025.613-61,539.867.201-03,Pagamento,98.63,2026-01-24,08:24:35
4916,274.351.069-25,260.549.387-38,Pix Recebido,92.17,2026-01-18,17:09:59
4840,531.760.428-17,062.385.149-06,Transferência,527.54,2026-01-29,07:24:04
1412,296.308.147-22,126.735.894-73,Pix Enviado,41.93,2026-01-10,07:36:48
4543,347.685.102-80,085.376.429-83,Pix Enviado,292.23,2026-01-23,08:53:37
2818,269.705.413-80,549.318.267-09,Transferência,27.84,2026-01-04,17:23:40
4742,659.043.178-75,085.721.436-53,Transferência,13.5,2026-01-03,08:09:13
1048,479.156.832-09,810.723.956-30,Transferência,70.18,2026-01-09,07:38:55
4180,761.540.389-84,609.483.725-83,Pagamento,8.26,2026-01-28,16:07:38
852,046.157.823-90,906.432.781-50,Pix Recebido,12.17,2026-01-07,00:13:47
362,586.142.937-55,062.834.975-00,Transferência,71.15,2026-01-01,16:49:12
625,015.493.768-10,867.945.301-39,Pix Recebido,142.49,2026-01-06,19:34:16
